time mnvel errvel tel svalue
2454337.9542838 -0.180372113007 0.99373537302 j 0.153999999166
2454602.9711990 -5.71092318401 1.02812683582 j 0.152999997139
2454603.9713977 -6.20551989629 1.00155925751 j 0.152999997139
2454634.0214552 -7.5697613104 1.16792821884 j 0.155000001192
2454667.9592616 -3.08316056944 0.991191327572 j 0.155000001192
2454722.7924728 -5.65020417553 1.1672949791 j 0.153999999166
2454725.7571584 -4.11201647757 1.11642634869 j 0.153999999166
2454777.7443966 -9.19362151686 1.03910374641 j 0.151999995112
2454779.6834184 -5.80184998605 0.96656703949 j 0.152999997139
2454927.0912602 -4.13493846947 1.47448205948 j 0.153999999166
2455016.9743516 -5.10864841125 1.00873863697 j 0.152999997139
2455042.9067421 12.4570660791 1.25531888008 j 0.151999995112
2455048.8000121 6.7566069041 1.22692334652 j 0.152999997139
2455229.1524996 2.13070973921 1.09729230404 j 0.151999995112
2455231.1654807 5.92673669958 1.07334899902 j 0.151999995112
2455285.1531048 13.5025019933 1.00190222263 j 0.151999995112
2455313.9731084 2.50639605447 1.05627536774 j 0.153999999166
2455313.9740924 3.26625113806 1.05937206745 j 0.152999997139
2455313.9750994 -0.331073561676 1.0578751564 j 0.152999997139
2455321.0004136 6.63655545236 0.988719642162 j 0.152999997139
2455321.0014556 8.88192135796 1.03503775597 j 0.151999995112
2455321.0024856 8.59740084961 1.1132876873 j 0.152999997139
2455375.8740249 4.85522643695 1.07255601883 j 0.151999995112
2455399.9753515 3.29768499846 1.03402924538 j 0.151999995112
2455467.7115327 -1.28535283282 1.08427119255 j 0.151999995112
2455486.7851541 7.4983405071 1.10116624832 j 0.153999999166
2455522.6811760 2.12907721522 1.11812078953 j 0.152999997139
2455613.1710274 -5.47316933881 1.11919951439 j 0.150999993086
2455673.9788999 -5.47177602563 1.16614592075 j 0.153999999166
2455704.9002136 -8.02903802549 1.4854902029 j 0.153999999166
2455734.8814113 1.21187341721 0.989595472813 j 0.153999999166
2455752.7742287 -7.642406852 0.942165672779 j 0.152999997139
2455752.7752127 -4.03989438485 0.947018742561 j 0.152999997139
2455752.7762427 -9.96266218289 1.02194833755 j 0.151999995112
2455759.7789148 -8.77561386162 1.10131788254 j 0.153999999166
2455759.7799558 -9.01633905914 1.09424328804 j 0.152999997139
2455759.7810208 -6.71885380433 1.13463199139 j 0.153999999166
2455761.7892788 -7.47865431159 1.00303220749 j 0.151999995112
2455761.7902158 -8.76757682878 0.923239827156 j 0.151999995112
2455761.7912458 -9.76003021775 1.10157299042 j 0.148000001907
2455762.8417269 -7.59240151745 1.07793807983 j 0.151999995112
2455762.8427219 -9.49174892554 1.04964065552 j 0.152999997139
2455762.8436829 -12.719390064 1.00864207745 j 0.151999995112
2455763.7713759 -12.7270597476 1.10771095753 j 0.152999997139
2455763.7724749 -12.9424365565 1.01643109322 j 0.150999993086
2455763.7736099 -9.7636744096 1.05386126041 j 0.151999995112
2455769.7626091 -7.88176385892 0.984711408615 j 0.152999997139
2455769.7635921 -9.93848150587 0.958596050739 j 0.151999995112
2455769.7645991 -8.60829875724 1.0463436842 j 0.151999995112
2455781.7553383 -6.56934935348 1.15033054352 j 0.151999995112
2455781.7562173 -6.1306208866 1.05359435081 j 0.151999995112
2455781.7571083 -2.45830046791 1.0551828146 j 0.150999993086
2455782.8754033 -0.601872704552 1.04390919209 j 0.151999995112
2455782.8767803 -5.82738058412 1.16773986816 j 0.152999997139
2455782.8782273 -3.8689998657 1.14004051685 j 0.151999995112
2455795.7920725 -7.32621402774 1.48892807961 j 0.150999993086
2455798.8521816 -6.93917294615 0.988230586052 j 0.152999997139
2455798.8531546 -9.13392971245 1.02896535397 j 0.152999997139
2455798.8541496 -9.67154851739 1.03599488735 j 0.152999997139
2455806.8137247 -0.108525813274 1.13580477238 j 0.150999993086
2455806.8158427 -5.44969370433 1.15199935436 j 0.15000000596
2455806.8180527 -2.94349535755 1.15296840668 j 0.150999993086
2455811.7292837 -10.8127613335 0.981241941452 j 0.150999993086
2455811.7302567 -9.13258489983 1.05489480495 j 0.150999993086
2455811.7312287 -3.30327790791 0.960689842701 j 0.151999995112
2455842.7616981 -4.39068986409 1.16857945919 j 0.142000004649
2455842.7640011 -8.99639773228 1.13593435287 j 0.143000006676
2455850.7191533 -13.126872211 0.939569711685 j 0.151999995112
2455850.7201723 -9.67576820642 1.00809860229 j 0.152999997139
2455850.7211323 -11.4417206565 0.958731591702 j 0.151999995112
2455880.7545477 -0.403536960745 1.06463456154 j 0.158999994397
2455880.7545477 -1.93534616131 1.11864089966 j 0.142000004649
2455903.6816812 -5.69518125225 1.08705890179 j 0.15000000596
2455903.6828962 -8.63791792103 1.06815135479 j 0.150999993086
2455903.6840762 -5.06609415461 1.07037210464 j 0.151999995112
2455961.1808103 1.40722850201 1.08118593693 j 0.149000003934
2455961.1818403 3.4459937843 1.13146078587 j 0.15000000596
2455961.1828473 2.3240474778 0.976214468479 j 0.150999993086
2456000.0965179 -2.13754173357 1.18070888519 j 0.151999995112
2456000.0975129 -3.93224680128 1.03089690208 j 0.152999997139
2456000.0984849 -1.78522401753 1.07864320278 j 0.151999995112
2456075.8532082 -1.87258251361 1.18876349926 j 0.151999995112
2456075.8548052 -4.62788231134 1.09712231159 j 0.149000003934
2456075.8563212 -4.05700335311 1.14980232716 j 0.150999993086
2456101.8196817 -1.28695646942 1.05834448338 j 0.153999999166
2456109.7861432 -2.2506860587 1.00620865822 j 0.151999995112
2456109.7871612 -4.91387119582 1.00723266602 j 0.151999995112
2456109.7881912 1.61611185314 0.962105453014 j 0.151999995112
2456114.7841613 2.266464581 1.09384787083 j 0.15000000596
2456114.7856773 1.89272411649 1.04202759266 j 0.151999995112
2456114.7872743 1.67730599509 1.09303748608 j 0.150999993086
2456153.9565089 3.37702383014 1.10862922668 j 0.15000000596
2456153.9591709 3.12148450283 1.17923474312 j 0.15000000596
2456153.9611619 3.6473768657 1.1411870718 j 0.150999993086
2456192.7218869 6.92755175648 1.03279471397 j 0.151999995112
2456192.7228129 3.19528347843 1.07590305805 j 0.150999993086
2456192.7237729 4.88472048852 1.08720564842 j 0.151999995112
2456209.6948979 -1.06591717603 1.17108893394 j 0.151999995112
2456209.6960439 2.28787794152 1.11769092083 j 0.15000000596
2456209.6971549 1.54769452458 1.09912598133 j 0.15000000596
2456326.1749106 8.85331493871 1.00802731514 j 0.15000000596
2456326.1759066 9.33461156982 1.08811879158 j 0.151999995112
2456326.1769486 11.9448618637 1.12004947662 j 0.150999993086
2456327.1794466 8.83434679688 1.05461966991 j 0.151999995112
2456327.1816456 12.3291606932 1.0775936842 j 0.150999993086
2456327.1825826 11.7112597194 1.14479088783 j 0.151999995112
2456328.1761466 9.81904021285 1.02446377277 j 0.150999993086
2456328.1772346 12.1508227532 1.10757541656 j 0.15000000596
2456328.1783226 8.68786054601 1.08743286133 j 0.150999993086
2456345.1671177 4.52239540952 1.1699026823 j 0.148000001907
2456345.1683447 5.32513083767 1.22646892071 j 0.148000001907
2456345.1695137 8.82481874291 1.16137742996 j 0.149000003934
2456448.8492260 2.77061236109 1.13538169861 j 0.151999995112
2456448.8504060 1.3690252591 1.15052080154 j 0.152999997139
2456448.8514940 -1.39608146058 1.02075052261 j 0.152999997139
2456449.8733290 6.77265865807 1.08559048176 j 0.151999995112
2456449.8743600 10.7947876816 1.06302773952 j 0.151999995112
2456449.8753320 11.8107263648 1.17133510113 j 0.151999995112
2456450.8621540 3.63448201409 1.08946013451 j 0.151999995112
2456450.8631380 6.82096134479 1.09268319607 j 0.152999997139
2456450.8642370 5.72394385138 1.04392230511 j 0.151999995112
2456472.8031080 5.3213182572 1.02094686031 j 0.15000000596
2456472.8046590 2.33984850375 1.14297902584 j 0.150999993086
2456472.8061640 5.93340538854 1.12982392311 j 0.15000000596
2456477.7673302 -1.87418083428 1.04309296608 j 0.151999995112
2456489.7738891 6.40307363276 0.994484841824 j 0.151999995112
2456519.7366810 4.28002761596 1.10578882694 j 0.151999995112
2456519.7380230 5.01076425742 1.09333372116 j 0.152999997139
2456519.7393080 2.44631782335 1.08864533901 j 0.151999995112
2456588.6978702 2.82355893335 1.05878126621 j 0.151999995112
2456588.6987962 2.2036049798 1.22831082344 j 0.151999995112
2456588.6997562 0.169789724364 1.20099401474 j 0.151999995112
2456613.6985210 4.87359468692 1.16183829308 j 0.150999993086
2456613.6997590 4.13713822749 1.14557909966 j 0.150999993086
2456613.7009400 4.81802920726 1.10585451126 j 0.152999997139
2456709.1627852 -2.27557232463 1.10486149788 j 0.150499999523
2456709.1638502 -0.169177539959 0.95129019022 j 0.151299998164
2456709.1648912 1.97700002818 1.06215667725 j 0.151199996471
2456710.1079772 1.62296420967 1.10814750195 j 0.150099992752
2456710.1091232 -1.2013711478 1.0921895504 j 0.150499999523
2456710.1102462 3.12869640302 1.03708684444 j 0.150199994445
2456822.9972939 -1.30836420056 1.98522031307 a 0.142710650998
2456828.8317370 -0.340031669617 1.19362235069 j 0.149700000882
2456828.8329410 -1.31762859989 1.0696657896 j 0.147400006652
2456828.8342260 -3.92987081189 1.14792406559 j 0.14620000124
2456829.1154070 -3.99722855961 1.08672761917 j 0.151600003242
2456829.1164370 -2.10581917683 1.19229865074 j 0.152500003576
2456829.1174790 0.19858894491 1.12598490715 j 0.152999997139
2456831.8881760 -1.90722823875 1.85303378105 a 0.15285475743
2456848.9007076 -4.17002188537 1.15310692787 j 0.152300000191
2456848.9018076 -8.638919613 1.16753757 j 0.152199998498
2456848.9028606 -7.95874072338 1.09615004063 j 0.152700006962
2456861.0359066 -4.68783307148 1.23139023781 j 0.147599995136
2456862.7525086 -4.77525468094 1.01180660725 j 0.152099996805
2456862.7534456 -5.27604884932 0.953198134899 j 0.152899995446
2456862.7543946 -3.10926872151 0.975211918354 j 0.152600005269
2456864.7419686 -1.7775923531 0.947191238403 j 0.151999995112
2456864.7429406 0.815661987712 1.06231665611 j 0.150700002909
2456864.7439126 -1.2430536826 1.00707697868 j 0.151399999857
2456881.7514761 -6.15659093579 1.17323493958 j 0.153500005603
2456881.7524141 -1.84739065319 1.17412614822 j 0.152899995446
2456881.7533631 -6.51334154706 1.24320685863 j 0.152300000191
2456882.7551201 -9.09341228391 1.03268933296 j 0.152600005269
2456882.7561391 -4.58091216552 1.06327021122 j 0.152799993753
2456882.7572041 -7.98521489747 1.07484698296 j 0.152700006962
2456899.7529218 -8.50391431104 1.68768453598 a 0.147338200245
2456912.7221335 -5.59010827442 1.12047553062 j 0.152500003576
2456912.7231635 -7.09780961017 1.02378416061 j 0.15189999342
2456912.7241365 -7.58406559868 0.971471190453 j 0.15189999342
2456941.7489428 -2.20639523728 1.99410200119 a 0.15508023057
2457058.1803407 -7.36424695116 1.12648236752 j 0.148399993777
2457058.1816027 -9.94253786689 1.13572776318 j 0.146500006318
2457058.1828877 -7.88046091126 1.17780733109 j 0.136099994183
2457059.1676896 -7.4472148805 1.05777716637 j 0.152500003576
2457059.1693326 -9.78178482238 1.19257640839 j 0.15150000155
2457059.1708726 -12.5806691123 1.09419262409 j 0.151700004935
2457062.1761065 -9.71685705711 1.14145469666 j 0.143099993467
2457062.1773795 -10.909242943 1.08885765076 j 0.143700003624
2457062.1785945 -7.4951661022 1.16776752472 j 0.149900004268
2457115.8485563 -7.34351549677 2.27911829948 a 0.141988866381
2457115.8485563 -7.34351549677 2.27911829948 a 0.141988866381
2457121.8040771 -7.49958612889 2.96615958214 a 0.135879083973
2457122.0070411 -11.3311407551 1.95102787018 a 0.14914427177
2457124.0161441 -8.21598029371 1.99013102055 a 0.146767926213
2457126.0298071 -2.10564538107 1.89279603958 a 0.150345152909
2457131.0085940 -10.7785722696 1.80137348175 a 0.158440924723
2457133.0001770 -5.43384677883 2.04163336754 a 0.149209812261
2457134.0096200 -5.25512963644 2.10871052742 a 0.145772989895
2457138.9173408 -4.25475504822 2.53946399689 a 0.135501068045
2457141.0033878 -10.8456007262 2.06077337265 a 0.148502168896
2457142.9677237 -2.51026497645 1.94622337818 a 0.153764659491
2457143.9967797 -6.39983406607 2.01976561546 a 0.150323939185
2457145.9628366 -8.20327849529 1.91022670269 a 0.149535561073
2457148.7928886 -4.30188949999 2.0106959343 a 0.143407081859
2457150.9855345 -2.71198590631 0.950937211514 j 0.15150000155
2457150.9864255 -5.42368703379 0.95576274395 j 0.152500003576
2457150.9873395 -9.8799993899 1.00682520866 j 0.151800006628
2457151.8991045 -2.23335211745 2.20254683495 a 0.148622550857
2457151.9432265 -5.21926050982 2.06571912766 a 0.144090148649
2457153.9682325 -2.50543497721 2.02080416679 a 0.14477580337
2457158.8875845 -6.43805807147 2.26577234268 a 0.193380400759
2457165.9220294 -0.548455606119 2.06986379623 a 0.144418233881
2457168.9385322 -1.76683402658 1.77588605881 a 0.151018525552
2457170.8397652 0.777706052855 1.97133457661 a 0.151750905594
2457176.7914920 -0.233632255872 2.42700576782 a 0.149995381933
2457178.8749130 -4.28069023277 2.36691498756 a 0.165077157137
2457179.8787970 -1.56972591809 2.28383731842 a 0.15200632207
2457179.9403720 -5.33114523022 1.14882409573 j 0.154599994421
2457179.9415290 -4.86541122734 1.21631526947 j 0.153500005603
2457179.9426640 -3.66558886211 1.09015607834 j 0.152799993753
2457181.7959700 -5.48850737118 2.22737622261 a 0.150758406016
2457185.8516960 -5.16592363072 2.2062022686 a 0.152898357184
2457188.8797230 -4.06334179083 1.99086749554 a 0.147117316045
2457189.8580410 0.997281794673 1.8680229187 a 0.148585176245
2457191.8526709 -7.21792821676 1.81449353695 a 0.147135138663
2457193.8589869 -4.06050678454 2.40517449379 a 0.137986825454
2457195.8387818 -8.33729914139 1.87105214596 a 0.14895470867
2457196.8506108 -8.47769528749 1.81911408901 a 0.146602131337
2457197.8648457 -6.24816131878 1.09038090706 j 0.15189999342
2457197.8657717 -11.1419095631 1.05685484409 j 0.151199996471
2457197.8666637 -11.0683495146 1.04856681824 j 0.151700004935
2457202.7463075 -5.07257743622 2.50748419762 a 0.150148393322
2457203.8611955 -2.44077556677 1.19088017941 j 0.152400001884
2457203.8621335 -1.10245333368 0.982575297356 j 0.152600005269
2457203.8630475 -2.44764370967 1.05114531517 j 0.152199998498
2457204.8374840 -1.50726338398 2.18276190758 a 0.143921844125
2457207.7942350 -6.17504507625 2.00672245026 a 0.151924149207
2457207.8930770 -8.30465649001 1.04912805557 j 0.153200000525
2457207.8941070 -6.91148885502 1.01724684238 j 0.153099998832
2457207.8951020 -6.18062226547 1.02880954742 j 0.152400001884
2457210.9532550 -10.7958636885 1.12449574471 j 0.153099998832
2457210.9541690 -6.98620599954 1.03916692734 j 0.153600007296
2457210.9550840 -6.95796378739 1.05394268036 j 0.153099998832
2457211.7905910 -6.35297411105 2.19308757782 a 0.144506238182
2457211.9671740 -7.47231390579 1.16054832935 j 0.152899995446
2457211.9680880 -8.48374687479 1.10140800476 j 0.152799993753
2457211.9689800 -8.1491558417 1.05100607872 j 0.152799993753
2457217.7805570 -0.779207850637 1.93408489227 a 0.148438928959
2457218.7709290 -1.73924525452 1.70296549797 a 0.149392145618
2457220.7531949 -1.77256189561 2.05568122864 a 0.145619506049
2457221.7572089 -3.70151465957 2.26964640617 a 0.146843286097
2457223.0501029 -8.91297662418 1.04861748219 j 0.153200000525
2457223.0510749 -5.14894150789 1.10877680779 j 0.154300004244
2457223.0520349 -2.79404310515 1.16060566902 j 0.153899997473
2457224.7613388 1.13764457726 2.04329490662 a 0.143911822072
2457226.7278307 -3.7858924624 1.81134581566 a 0.146615760733
2457227.7381227 -1.44476469049 2.22048521042 a 0.14762990129
2457229.7389836 -3.75170920275 1.99585533142 a 0.147424702505
2457232.7237285 -2.0170348218 2.28733587265 a 0.146223504943
2457233.7235295 -2.76478764871 2.21855926514 a 0.15447305725
2457235.6821814 -1.72044383085 2.1046769619 a 0.148985203248
2457235.7081534 -4.02107040665 2.21227908134 a 0.150415319273
2457238.7159954 -0.154719598895 2.32112336159 a 0.151762762246
2457245.6839743 -1.89739983649 2.50783085823 a 0.156978951071
2457245.7795943 -3.34934308273 1.1035810709 j 0.151600003242
2457245.7805203 -1.15436516876 0.989959299564 j 0.151600003242
2457245.7814463 1.19633766494 1.03459072113 j 0.15150000155
2457247.6971423 2.67613304223 2.18100237846 a 0.148079282566
2457249.6932022 1.2961814797 2.20517587662 a 0.145863468392
2457255.7388850 0.521374167248 2.27751207352 a 0.144414251124
2457256.6956039 0.894880791501 2.13889718056 a 0.148174152499
2457260.7312498 -0.435217804602 2.00005698204 a 0.148180024863
2457262.7409847 -1.21406747627 1.99588930607 a 0.151164492731
2457265.6893446 -2.39533920674 2.30098986626 a 0.149504059586
2457267.6620406 -4.4254286368 1.90155947208 a 0.145265486598
2457269.6687955 -3.04628216078 1.93049275875 a 0.145957909453
2457274.6445214 -6.00145896416 1.9764790535 a 0.146347661718
2457274.6936274 -1.42718848515 2.28003978729 a 0.146639507067
2457276.7146243 -2.61306246225 2.0517308712 a 0.151105444783
2457277.7204063 -2.94724987291 1.94541025162 a 0.148391698569
2457281.6795551 -0.875154175365 2.44249796867 a 0.151200541033
2457283.7572351 -5.45558681561 2.52185893059 a 0.150891238545
2457286.6847679 -2.10344225827 2.0985352993 a 0.153147581532
2457290.7030878 1.90211453028 2.14965772629 a 0.146214240853
2457292.6796628 -4.29948418414 2.52265167236 a 0.151377567267
